imdbid	rating	year	id	title	metacritic_score
0040725	3	1948	1229	Red Shoes, The	NA
0040183	2	1948	1236	Bonnie Prince Charlie	NA
0040242	0	1948	1354	Command Decision	NA
0041088	2	1948	4944	Act of Violence	NA
0040416	1	1948	1232	Hamlet	82
0040580	1	1948	8054	Melody Time	69
0039949	0	1948	8559	It Happened in Europe	NA
0040491	3	1948	6363	Joan of Arc	NA
0040806	3	1948	2098	Snake Pit, The	NA
0040746	0	1948	2040	Rope	73
0041386	1	1949	4554	Fountainhead, The	NA
0042004	3	1949	7341	Under Capricorn	NA
0041498	2	1949	7018	I Was a Male War Bride	NA
0041094	0	1949	7059	Adventures of Ichabod and Mr. Toad, The	74
0041452	3	1949	6358	Heiress, The	NA
0041746	3	1949	1736	Pinky	NA
0041594	3	1949	2232	Little Women	61
0040221	3	1949	1841	Caught	NA
0041158	3	1949	1684	Barkleys of Broadway, The	NA
0041090	3	1949	1716	Adam&#39;s Rib	87
0041650	0	1949	2651	Mighty Joe Young	61
0041587	3	1949	3967	A Letter to Three Wives	NA
0041716	3	1949	1690	On the Town	71
0041628	2	1949	2849	Man on the Eiffel Tower, The	NA
0041546	1	1949	4008	Kind Hearts and Coronets	NA
0041859	0	1949	1986	Set-Up, The	NA
0041959	0	1949	611	Third Man, The	97
0041154	3	1949	3539	Late Spring	NA
0043871	3	1950	4521	Odette	NA
0043012	3	1950	1678	Summer Stock	NA
0041719	2	1950	3295	Orpheus	NA
0042792	3	1950	5232	No Way Out	NA
0042593	2	1950	4417	In a Lonely Place	NA
0042369	1	1950	5350	D.O.A.	NA
0042546	2	1950	2596	Harvey	NA
0042994	3	1950	6233	Stage Fright	NA
0042958	3	1950	7144	Scandal	NA
0042876	0	1950	1402	Rashomon	98
0042332	3	1950	1057	Cinderella	85
0043045	3	1950	8363	Three Secrets	NA
0042276	3	1950	3990	Born Yesterday	NA
0042208	1	1950	2099	Asphalt Jungle, The	NA
0043014	3	1950	608	Sunset Blvd.	NA
0042192	3	1950	139	All About Eve	98
0042436	3	1950	7836	Les enfants terribles	NA
0042469	1	1950	4031	Flying Saucer, The	NA
0043614	3	1951	7157	Idiot, The	NA
0043390	3	1951	5739	Cause for Alarm!	NA
0043338	2	1951	871	Ace In The Hole	72
0044079	2	1951	1417	Strangers on a Train	88
0043456	3	1951	1916	Day the Earth Stood Still, The	NA
0043265	0	1951	1491	African Queen, The	91
0043313	3	1951	3222	Early Summer	NA
0044081	3	1951	2930	A Streetcar Named Desire	97
0043332	3	1951	3825	Bellissima	NA
0044205	3	1951	6498	Westward the Women	NA
0042619	1	1951	2989	Diary of a Country Priest	NA
0043949	3	1951	5092	Quo Vadis	NA
0044121	1	1951	3293	Thing from Another World, The	NA
0044092	3	1951	7435	Surcos	NA
0043278	1	1951	3389	An American in Paris	83
0043274	3	1951	1207	Alice in Wonderland	68
0044100	3	1951	4510	Take Care of My Little Girl	NA
0044030	3	1951	2977	Show Boat	NA
0044855	3	1952	1689	Lovely to Look at	NA
0043686	3	1952	5972	Forbidden Games	NA
0044391	2	1952	7323	Bad and the Beautiful, The	NA
0044419	0	1952	1465	Big Sky, The	NA
0045061	1	1952	2737	Quiet Man, The	NA
0044837	1	1952	6917	Limelight	NA
0045152	3	1952	612	Singin&#39; in the Rain	99
0043769	2	1952	1243	Magic Box, The	NA
0044741	1	1952	7162	Ikiru	NA
0044502	3	1952	3403	Clash by Night	NA
0043511	3	1952	8241	Europe &#39;51	NA
0044706	2	1952	2704	High Noon	89
0045162	1	1952	6941	Snows of Kilimanjaro, The	NA
0045911	0	1953	8011	Inferno	NA
0045891	3	1953	4909	How to Marry a Millionaire	NA
0045591	3	1953	2427	Calamity Jane	NA
0046303	1	1953	3303	Shane	80
0045537	1	1953	1692	Band Wagon, The	93
0045810	3	1953	2547	Gentlemen Prefer Blondes	NA
0045888	3	1953	9290	House of Wax	NA
0045793	3	1953	4071	From Here to Eternity	85
0045546	1	1953	7900	Beast from 20,000 Fathoms, The	NA
0046438	3	1953	1630	Tokyo Story	NA
0046022	3	1953	9004	earrings of Madame de..., The	NA
0045464	0	1953	8466	5,000 Fingers of Dr. T., The	NA
0045877	0	1953	4301	Hitch-Hiker, The	NA
0046487	3	1953	5937	Mr. Hulot&#39;s Holiday	NA
0046534	1	1953	2375	War of the Worlds, The	78
0046085	2	1953	1362	Mogambo	NA
0047677	1	1953	7693	Wild One, The	NA
0045659	3	1953	2553	Cruel Sea, The	NA
0045943	1	1953	1272	Julius Caesar	NA
0045555	3	1953	4854	Big Heat, The	NA
0046359	0	1953	1883	Stalag 17	84
0045897	1	1953	4616	I Confess	NA
0046269	3	1953	3125	Salome	NA
0045920	2	1953	8634	It Came from Outer Space	NA
0046268	1	1953	1444	Le Salaire de la Peur	85
0046183	3	1953	1118	Peter Pan	76
0045758	0	1953	5366	Fear and Desire	NA
0046250	3	1953	1554	Roman holiday	78
0045826	0	1953	6797	Glen or Glenda	NA
0046066	1	1953	3958	Mesa of Lost Women	NA
0046345	3	1953	5998	Summer with Monika	NA
0046478	2	1953	5973	Ugetsu	NA
0046076	3	1953	3124	Miss Sadie Thompson	NA
0046187	3	1953	5736	Pickup on South Street	NA
0046731	2	1954	5124	Attila	NA
0046750	3	1954	4710	Late Chrysanthemuns	NA
0046828	3	1954	8441	Carmen Jones	65
0047437	3	1954	2294	Sabrina	72
0046451	1	1954	657	Touchez pas au grisbi	85
0047152	1	1954	2746	Knock on Wood	NA
0047094	3	1954	2426	Hobson&#39;s Choice	NA
0047478	0	1954	3600	Shichinin no samurai	98
0047573	1	1954	2158	Them!	NA
0047396	3	1954	2132	Rear Window	100
0047034	1	1954	5505	Gojira	78
0047580	3	1954	4048	Three Coins in the Fountain	NA
0047443	3	1954	5356	Salt of the Earth	74
0047127	3	1954	9176	Jail Bait	NA
0045665	3	1954	7610	Comicos	NA
0047296	0	1954	1812	On the Waterfront	91
0046963	2	1954	3925	Executive Suite	NA
0047472	3	1954	1351	Seven Brides for Seven Brothers	75
0047238	3	1954	9054	Miseria e nobilta	NA
0047136	2	1954	1694	Johnny Guitar	83
0047673	3	1954	1391	White Christmas	56
0046912	0	1954	3337	Dial M for Murder	75
0047638	3	1954	7580	Uwasa no onna	NA
0047834	0	1954	7346	Animal Farm	NA
0047522	1	1954	3674	A Star Is Born	89
0046876	0	1954	4883	Creature from the Black Lagoon	68
0046672	0	1954	1965	20000 Leagues Under the Sea	83
0047030	2	1954	3993	Glenn Miller Story, The	NA
0046705	1	1954	8109	An American in Rome	NA
0046511	3	1954	3954	Journey to Italy	100
0047349	2	1954	586	Phffft	NA
0048127	2	1955	6055	Godzilla Raids Again	NA
0048801	3	1955	3739	We&#39;re No Angels	NA
0047878	2	1955	3339	Big Combo, The	NA
0046911	3	1955	2344	Diabolique	NA
0048140	3	1955	2115	Guys and Dolls	77
0048124	3	1955	6481	Glass Slipper, The	NA
0048424	3	1955	878	Night of the Hunter, The	99
0048281	3	1955	1827	Ladykillers, The	91
0048673	3	1955	5165	Summertime	NA
0048356	3	1955	4442	Marty	NA
0048605	1	1955	4896	Seven Year Itch, The	NA
0048545	1	1955	2926	Rebel Without a Cause	89
0048021	1	1955	3404	Rififi	97
0048445	3	1955	4754	Oklahoma!	NA
0047577	0	1955	6468	This Island Earth	NA
0048641	2	1955	1735	Sommarnattens leende (Smiles of a Summer Night)	NA
0048517	3	1955	7797	Prodigal, The	NA
0048473	3	1955	5471	Pather Panchali	NA
0047898	3	1955	4073	Bride of the Monster	NA
0048432	2	1955	8014	Not as a Stranger	55
0046889	1	1955	2552	Dam Busters, The	NA
0048401	3	1955	6615	My Sister Eileen	NA
0048750	2	1955	7360	Trouble with Harry, The	74
0048728	3	1955	782	To Catch a Thief	NA
0046969	3	1955	3158	Fast and the Furious, The	NA
0048254	1	1955	5403	Killer&#39;s Kiss	NA
0047969	3	1955	1693	Daddy Long Legs	NA
0048696	0	1955	4108	Tarantula	NA
0048280	2	1955	1170	Lady and the Tramp	78
0048133	3	1955	7878	Les grandes manoeuvres	NA
0048512	0	1955	7262	Prisoner, The	NA
0048956	3	1956	5470	Aparajito	NA
0049408	2	1956	1092	King and I, The	72
0049904	1	1956	8358	Unguarded Moment, The	NA
0049189	3	1956	3409	...And God Created Woman	NA
0035279	1	1956	5938	Saboteur	64
0049369	1	1956	1545	Iron Petticoat, The	NA
0048977	3	1956	1216	Bad Seed, The	51
0048981	2	1956	9055	La banda degli onesti	NA
0049787	2	1956	1559	Spanish Gardener, The	NA
0049363	1	1956	4402	Indestructible Man	NA
0049934	3	1956	2861	War and Peace	NA
0049010	0	1956	2904	Bigger Than Life	NA
0049537	3	1956	8314	Flowing	NA
0049640	3	1956	4245	Proud and Profane, The	NA
0049314	3	1956	6641	High Society	65
0049782	1	1956	6064	Rodan	NA
0049762	3	1956	8872	Sissi - The Young Empress	NA
0049471	3	1956	6308	Man Who Never Was, The	NA
0049366	3	1956	2698	Invasion of the Body Snatchers	92
0049096	2	1956	2730	Court Jester, The	NA
0049287	3	1956	2647	Gunslinger	NA
0049730	3	1956	357	Searchers, The	94
0049038	3	1956	4670	Bus Stop	NA
0049833	2	1956	3076	Ten Commandments, The	NA
0051207	1	1956	2219	Wrong Man, The	NA
0049470	2	1956	7442	Man Who Knew Too Much, The	78
0049406	1	1956	5414	Killing, The	91
0049196	3	1956	8398	Eyewitness	NA
0049043	3	1956	7394	Calle mayor [Main Street]	NA
0049223	0	1956	2306	Forbidden Planet	NA
0048960	0	1956	3981	Around the World in Eighty Days	NA
0049902	0	1956	5555	Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut	NA
0050397	0	1957	2420	Fire Down Below	NA
0050356	0	1957	1989	Enemy Below, The	NA
0050610	0	1957	8736	Kronos	NA
0050976	1	1957	2043	Seventh Seal, The	88
0050549	3	1957	8685	Island in the Sun	NA
0051077	0	1957	1660	Three Faces of Eve	NA
0050539	0	1957	1291	Incredible Shrinking Man, The	73
0051036	1	1957	2301	Sweet Smell of Success	100
0050419	3	1957	1747	Funny Face	NA
0050251	3	1957	6624	Mysterians, The	NA
0050116	3	1957	7420	Amanecer en Puerta Oscura	NA
0050634	3	1957	1015	Cranes Are Flying, The	NA
0050798	1	1957	1121	Old Yeller	84
0050933	2	1957	2578	Sayonara	NA
0051151	3	1957	8321	El vampiro	NA
0050783	3	1957	1765	Nights of Cabiria	NA
0050105	2	1957	3429	An Affair to Remember	NA
0050490	0	1957	2429	Heaven Knows, Mr. Allison	NA
0050599	2	1957	7017	Kiss Them for Me	NA
0050792	1	1957	3994	Oedipus Rex	NA
0050371	1	1957	4552	A Face in the Crowd	72
0051114	2	1957	965	True Story of Jesse James, The	NA
0050998	3	1957	4559	Sorority Girl	NA
0050861	3	1957	3007	Prince and the Showgirl, The	NA
0050307	3	1957	993	Desk Set	NA
0050212	1	1957	2981	Bridge on the River Kwai, The	87
0050407	2	1957	7136	Forty Guns	NA
0050986	2	1957	2520	Smultronst&auml;llet (Wild Strawberries)	88
0050766	3	1957	2160	Night of the Demon	NA
0050421	3	1957	9006	Danger stalks near	NA
0050083	0	1957	302	12 Angry Men	96
0051201	1	1957	4933	Witness for the Prosecution	NA
0050613	0	1957	7165	Throne of Blood	NA
0050585	1	1957	1800	Kanal	NA
0051051	3	1957	2895	Tammy and the Bachelor	NA
0050825	0	1957	1274	Paths of Glory	90
0051808	0	1958	7135	Hidden Fortress, The	NA
0052225	3	1958	3977	South Pacific	NA
0051755	1	1958	4410	I Bury the Living	NA
0052151	0	1958	1363	Run Silent Run Deep	NA
0050706	3	1958	2823	Mon Oncle	NA
0052311	1	1958	3146	Touch of Evil	99
0052182	3	1958	3926	Separate Tables	NA
0052365	2	1958	1255	Vikings, The	NA
0051773	3	1958	4211	Indiscreet	NA
0051525	0	1958	3238	Defiant Ones, The	69
0052394	3	1958	2585	Wild Women of Wongo, The	NA
0052357	1	1958	609	Vertigo	100
0052374	0	1958	1247	Fabulous World of Jules Verne, The	NA
0051383	3	1958	3321	Auntie Mame	NA
0051786	1	1958	7606	It! The Terror from Beyond Space	NA
0051776	3	1958	4849	Inn of the Sixth Happiness, The	NA
0051422	0	1958	7054	Blood of the Vampire	NA
0051579	3	1958	6938	Love Is My Profession	NA
0051658	2	1958	3056	Gigi	82
0052169	2	1958	2763	Screaming Skull, The	NA
0051554	3	1958	2476	Dracula (Horror of Dracula)	67
0051622	2	1958	2281	Fly, The	NA
0051758	3	1958	8450	I Want To Live!	NA
0051459	3	1958	6012	Cat on a Hot Tin Roof	84
0052278	1	1958	1364	Teacher&#39;s Pet	NA
0051964	3	1958	1572	M&auml;dchen in Uniform	NA
0052017	3	1958	8344	Brink of Life	NA
0051951	1	1958	2373	Day the Sky Exploded, The	NA
0052948	1	1959	1256	Journey to the Center of the Earth	NA
0053285	3	1959	9209	Sleeping Beauty	85
0052861	1	1959	3608	Great War, The	NA
0053221	1	1959	6901	Rio Bravo	93
0052572	0	1959	6833	Apur Sansar	NA
0053318	3	1959	2645	Suddenly, Last Summer	54
0053388	1	1959	6645	Battle in Outer Space	NA
0053454	0	1959	8677	World, The Flesh and The Devil, The	NA
0052602	3	1959	4523	Bat, The	NA
0053131	3	1959	1555	Nun&#39;s Story, The	78
0052654	3	1959	9379	Bridge, The	NA
0053125	1	1959	2228	North By Northwest	98
0053172	3	1959	8392	Pillow Talk	73
0156843	1	1959	9169	Night of the Ghouls	NA
0053291	3	1959	2023	Some Like It Hot	98
0053198	0	1959	236	400 Blows, The	NA
0053134	3	1959	3525	Good Morning (Ohay&ocirc;)	NA
0053285	3	1959	474	Sleeping Beauty	85
0052847	3	1959	6405	Gidget	NA
0052561	1	1959	4199	Anatomy of a Murder	95
0051372	3	1959	3119	Araya	73
0052618	3	1959	1419	Ben-Hur	90
0052077	1	1959	9161	Plan 9 from Outer Space	NA
0052918	3	1959	2095	Imitation of Life	87
0052846	3	1959	2796	Giant Gila Monster, The	NA
0053428	3	1959	3442	Come Dance with Me!	NA
0053363	1	1959	3166	Tingler, The	NA
0052722	3	1959	1591	Darby O&#39;Gill and the Little People	80
0054462	3	1959	4392	Wasp Woman, The	NA
0052844	3	1959	4050	Ghost of Dragstrip Hollow	NA
0051744	3	1959	4373	House on Haunted Hill	NA
0052655	2	1959	4065	A Bucket of Blood	NA
0053804	3	1960	2144	Exodus	NA
0054167	2	1960	6796	Peeping Tom	NA
0054047	0	1960	1295	Magnificent Seven, The	74
0053472	0	1960	799	A bout de souffle	NA
0053719	3	1960	3634	City of the Dead, The	NA
0054198	2	1960	9026	Nerve on Sunday	NA
0054331	2	1960	1273	Spartacus	87
0054215	3	1960	2039	Psycho	97
0054749	3	1960	6756	La ciociara	NA
0054333	3	1960	2950	Body in the Web	NA
0053976	3	1960	5380	Virgin Spring, The	NA
0054343	3	1960	5123	Story of Ruth, The	NA
0054049	3	1960	4117	Make Mine Mink	NA
0053604	3	1960	1995	Apartment, The	94
0054377	1	1960	3294	Testament of Orpheus	NA
0053579	3	1960	2808	Late Autumn	NA
0054022	2	1960	2546	Let&#39;s Make Love	NA
0054389	2	1960	8367	Shoot the Piano Player	NA
0053946	3	1960	1712	Inherit the Wind	75
0053459	3	1960	656	Les yeux sans visage	90
0054452	3	1960	5122	Truth, The	NA
0054067	3	1960	3286	Black Sunday	NA
0053250	1	1960	9207	First Spaceship on Venus	NA
0054407	0	1960	6854	Le Trou	NA
0154683	3	1960	3328	Jigoku (Hell or The Sinners of Hell)	NA
0053732	3	1960	8992	Conspiracy of Hearts	NA
0054248	2	1960	2988	Rocco and His Brothers	84
0054476	3	1960	6146	Wild River	NA
0054469	2	1960	590	Where the Boys Are	NA
0054494	3	1960	3827	Zazie dans le metro	NA
0054387	0	1960	9338	Time Machine, The	67
0053677	3	1960	8275	Brides of Dracula, The	NA
0054279	1	1960	8566	School for Scoundrels	NA
0053779	2	1960	6080	La Dolce Vita	95
0054692	3	1961	3724	Blue Hawaii	58
0054698	2	1961	1191	Breakfast at Tiffany&#39;s	76
0055278	3	1961	3909	Paris Blues	61
0055353	3	1961	5485	A Raisin in the Sun	87
0054953	1	1961	6653	Guns of Navarone, The	NA
0055572	0	1961	6539	A Woman Is a Woman	71
0054599	3	1961	7831	Accattone	NA
0054777	3	1961	7344	Curse of the Werewolf, The	NA
0055571	3	1961	1165	Underworld U.S.A.	NA
0054743	3	1961	833	Children&#39;s Hour, The	49
0054130	3	1961	6102	La Notte	NA
0055018	3	1961	8019	Innocents, The	88
0055082	3	1961	7798	Leon Morin, Priest	NA
0055458	3	1961	5797	Snow White and the Three Stooges	NA
0055198	0	1961	6448	Mothra	NA
0055630	1	1961	660	Yojimbo	NA
0055614	3	1961	2560	West Side Story	86
0054673	0	1961	2797	Beast of Yucca Flats, The	NA
0055093	2	1961	9268	Lola	73
0055184	3	1961	1365	Misfits, The	77
0055254	3	1961	1171	One Hundred and One Dalmatians	83
0055256	3	1961	2392	One, Two, Three	73
0054879	3	1961	8676	Flame in the Streets	NA
0055277	3	1961	4580	Parent Trap, The	73
0055207	0	1961	1257	Mysterious Island	NA
0054997	0	1961	1958	Hustler, The	90
0055499	0	1961	7968	Through a Glass Darkly	NA
0055294	0	1961	1292	Phantom Planet, The	NA
0055506	3	1961	4539	A Taste of Honey	NA
0054847	1	1961	1546	El Cid	79
0055471	3	1961	4198	Splendor in the Grass	74
0056119	0	1962	3845	La Jetee	NA
0052646	2	1962	2762	Brain That Wouldn&#39;t Die, The	NA
0056687	3	1962	1298	What Ever Happened to Baby Jane?	75
0056262	3	1962	2430	Music Man, The	NA
0055805	2	1962	7120	Boccaccio &acute;70	NA
0055032	1	1962	237	Jules and Jim	97
0056575	2	1962	4513	That Touch of Mink	NA
0055894	3	1962	1613	Day of the Triffids, The	NA
0055910	3	1962	4481	Les dimanches de Ville d&#39;Avray	NA
0055832	1	1962	7440	Cartouche	NA
0057239	3	1962	3829	L-Shaped Room, The	NA
0056059	3	1962	6332	Hatari!	NA
0056194	3	1962	6516	Loneliness of the Long Distance Runner, The	NA
0055763	1	1962	7588	Atraco a las tres	NA
0056592	3	1962	1108	To Kill a Mockingbird	88
0056671	3	1962	8673	Walk on the Wild Side	NA
0055728	3	1962	7159	Advise &amp; Consent	NA
0056193	3	1962	1279	Lolita	79
0059616	0	1962	3160	Trial of Joan of Arc, The	NA
0056142	3	1962	6119	King Kong vs. Godzilla	40
0056197	0	1962	9106	Longest Day, The	75
0055928	1	1962	4637	Dr. No	78
0057427	1	1962	2183	Trial, The	NA
0055852	3	1962	2609	Cleo from 5 to 7	NA
0054949	0	1962	7312	War of the Buttons	NA
0056241	3	1962	5686	Miracle Worker, The	83
0056172	0	1962	1042	Lawrence of Arabia	100
0055830	3	1962	2591	Carnival of Souls	NA
0056111	1	1962	691	Ivanovo detstvo	NA
0056048	3	1962	3079	Gypsy	NA
0056218	1	1962	1954	Manchurian Candidate, The	94
0056663	3	1962	8849	Vivre Sa Vie	NA
0055902	2	1962	4407	Devil&#39;s Hand, The	NA
0057215	0	1963	6460	Atragon	NA
0057187	2	1963	607	Irma la Douce	NA
0057693	1	1963	4951	X: The Man with the X-Ray Eyes	NA
0057546	0	1963	3810	Sword in the Stone, The	61
0056801	3	1963	5846	8&frac12;	91
0057226	2	1963	4331	Kiss of the Vampire, The	NA
0057115	0	1963	202	Great Escape, The	86
0056912	3	1963	2772	Carry on Cabby	NA
0056983	3	1963	4394	Dementia 13	NA
0056910	3	1963	7925	Suzanne&#39;s Career	NA
0057180	1	1963	8440	Incredible Journey, The	87
0056800	1	1963	1251	55 Days at Peking	NA
0056923	2	1963	1984	Charade	83
0057076	3	1963	4659	From Russia with Love	84
0057193	3	1963	9226	It&#39;s a Mad Mad Mad Mad World	59
0057358	1	1963	7969	Winter Light	NA
0056860	2	1963	2549	Beach Party	NA
0057611	3	1963	5379	Silence, The	NA
0057329	3	1963	5230	Move Over, Darling	NA
0057490	3	1963	6988	Servant, The	93
0057345	1	1963	3382	Contempt	NA
0057542	3	1963	4347	Summer Magic	NA
0056891	3	1963	3725	Bye Bye Birdie	NA
0057643	1	1963	6327	El verdugo	NA
0057449	1	1963	5712	Raven, The	NA
0057129	3	1963	4206	Haunting, The	74
0057590	3	1963	4494	Tom Jones	77
0057261	0	1963	1990	Lord of the Flies	67
0057495	0	1963	2102	Shock Corridor	NA
0056443	3	1963	6044	Sanjuro	NA
0058164	0	1963	5772	Guest, The	NA
0056869	3	1963	2345	Birds, The	90
0336693	0	1963	3939	Khaneh siah ast (The House is Black)	NA
0057413	1	1963	629	Pink Panther, The	55
0056884	1	1963	1635	Bakery Girl of Monceau, The	NA
0057541	3	1963	6514	Summer Holiday	NA
0056937	3	1963	9388	Cleopatra	60
0057623	1	1963	8648	Unearthly Stranger	NA
0058409	3	1964	7236	Nikutai no mon [Gate of Flesh]	NA
0058379	1	1964	6326	Godzilla vs. The Thing (Mothra vs. Godzilla)	NA
0057933	3	1964	7202	Chalk Garden, The	61
0058331	3	1964	701	Mary Poppins	88
0058182	1	1964	1957	A Hard Day&#39;s Night	96
0058544	3	1964	4501	Ghidorah, the Three-Headed Monster	NA
0058725	0	1964	3680	Viva Las Vegas	69
0057869	3	1964	2204	Band of Outsiders	88
0057918	1	1964	4673	Carry On Cleo	NA
0058700	1	1964	4376	Last Man on Earth, The	NA
0057012	0	1964	341	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	97
0058461	1	1964	661	Per un pugno di dollari (A Fisful of Dollars)	65
0058450	3	1964	4356	Umbrellas of Cherbourg, The	86
0058708	3	1964	5513	Unsinkable Molly Brown, The	NA
0057997	3	1964	4263	Dead Ringer	66
0058715	1	1964	3189	Gospel According to St. Matthew, The	NA
0058586	1	1964	6555	A shot in the dark	70
0058385	3	1964	1688	My Fair Lady	95
0058139	2	1964	1198	Der Geteilte Himmel (Divided Heaven)	NA
0058263	0	1964	3250	King &amp; Country	NA
0057887	2	1964	2557	Bikini Beach	NA
0058536	1	1964	1600	Rudolph, the Red-Nosed Reindeer	NA
0058324	2	1964	2720	Man&#39;s Favorite Sport?	NA
0058625	0	1964	1212	Woman in the Dunes	NA
0058695	3	1964	7399	La tia Tula	NA
0058658	3	1964	4484	Code Name: Tiger	NA
0058329	3	1964	6402	Marnie	73
0058083	1	1964	3569	Fail-Safe	75
0058003	3	1964	6112	Red Desert	NA
0057259	1	1964	1254	Long Ships, The	NA
0057840	2	1964	2385	Americanization of Emily, The	68
0058213	3	1964	2922	Hush...Hush, Sweet Charlotte	NA
0058659	2	1964	7991	Time Travelers, The	NA
0057878	1	1964	1250	Bedtime Story	54
0058100	1	1964	1253	First Men in the Moon	NA
0058777	0	1964	2483	Zulu	77
0059825	1	1964	4497	Train, The	NA
0058150	1	1964	3807	Goldfinger	87
0058430	0	1964	3327	Onibaba	NA
0058564	3	1964	7804	Seduced and abandoned	NA
0058335	3	1964	2766	Marriage Italian Style	NA
0058212	0	1965	8204	How to Murder Your Wife	NA
0059212	0	1965	2075	Gulliver&#39;s Travels Beyond the Moon	NA
0058361	3	1965	8189	Mne dvadtsat let (I am twenty)	NA
0059229	3	1965	2186	Juliet of the Spirits	83
0059800	2	1965	2390	Thunderball	64
0058898	1	1965	3116	Alphaville	NA
0059100	3	1965	7109	Devils of Darkness	NA
0059205	1	1965	6652	Frankenstein Conquers the World	NA
0059170	3	1965	3649	Faster, Pussycat! Kill! Kill!	65
0059080	2	1965	6428	Daikaiju Gamera	NA
0059764	3	1965	2389	A Study in Terror	NA
0059956	3	1965	3475	Viva Maria!	NA
0059607	3	1965	3828	Pleasure Girls, The	NA
0059573	3	1965	8694	A Patch of Blue	73
0059183	0	1965	3432	Flight of the Phoenix, The	NA
0059346	2	1965	6346	Invasion of Astro-Monster	NA
0059348	0	1965	6899	Kapurush	NA
0059742	3	1965	601	Sound of Music, The	63
0059113	1	1965	5884	Doctor Zhivago	69
0059793	3	1965	2487	That Darn Cat!	71
0059646	3	1965	2338	Repulsion	91
0059314	3	1965	3543	Inside Daisy Clover	NA
0059631	0	1965	9157	Railrodder, The	NA
0059084	3	1965	3623	Darling	NA
0058997	3	1965	5960	Bunny Lake Is Missing	77
0059319	1	1965	2569	Ipcress File, The	NA
0059578	0	1965	3413	For a Few Dollars More	74
0058946	1	1966	658	La battaglia di Algeri	96
0059020	3	1966	2855	Cathy Come Home	NA
0060107	1	1966	3706	Andrei Rublev	NA
0060453	3	1966	3143	Georgy Girl	NA
0060125	1	1966	4575	L&#39;armata Brancaleone	NA
0060165	1	1966	2696	A Big Hand for the Little Lady	NA
0060827	3	1966	589	Persona	86
0060086	1	1966	2140	Alfie	NA
0060841	3	1966	7030	Plague of the Zombies, The	NA
0061101	1	1966	7239	Tokyo Drifter	NA
0060196	1	1966	1725	Good, the Bad and the Ugly, The	90
0060464	1	1966	6362	Godzilla vs. the Sea Monster (Ebirah, Horror of the Deep)	NA
0060397	0	1966	2625	Fantastic Voyage	72
0061107	3	1966	5391	Torn Curtain	55
0061184	1	1966	2798	Who&#39;s Afraid of Virginia Woolf?	75
